Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,24.805921564775062,24.817056961010813,23.906236257464577,24.347171783447266,212818400,0.0,0.0
2015-01-05 00:00:00-05:00,24.115572564112266,24.195742670019182,23.474213415880083,23.66127586364746,257142000,0.0,0.0
2015-01-06 00:00:00-05:00,23.725855884690617,23.92405371719302,23.30050886726034,23.663501739501953,263188400,0.0,0.0
2015-01-07 00:00:00-05:00,23.872834880634,24.095529242203433,23.761487699849283,23.995317459106445,160423600,0.0,0.0
2015-01-08 00:00:00-05:00,24.324906435495574,24.975173578849137,24.206876993900643,24.917272567749023,237458000,0.0,0.0
2015-01-09 00:00:00-05:00,25.090973827617706,25.22013696775677,24.543145890743915,24.94399642944336,214798000,0.0,0.0
2015-01-12 00:00:00-05:00,25.075382861811978,25.082063420306202,24.229145371757376,24.329357147216797,198603200,0.0,0.0
2015-01-13 00:00:00-05:00,24.81482811759365,25.119919947298015,24.253639179396174,24.545368194580078,268367600,0.0,0.0
2015-01-14 00:00:00-05:00,24.282587482972506,24.60549354909599,24.16233235309282,24.45183563232422,195826400,0.0,0.0
2015-01-15 00:00:00-05:00,24.496381929976845,24.509743049160285,23.752583512361454,23.7882137298584,240056000,0.0,0.0
2015-01-16 00:00:00-05:00,23.83497296480989,23.95745552127747,23.427441948588125,23.603370666503906,314053200,0.0,0.0
2015-01-20 00:00:00-05:00,24.015356403215062,24.26700209052654,23.71694680820157,24.211328506469727,199599600,0.0,0.0
2015-01-21 00:00:00-05:00,24.262547883348592,24.732433080930285,24.11111566281483,24.39616584777832,194303600,0.0,0.0
2015-01-22 00:00:00-05:00,24.554277991079733,25.046432270318064,24.434022845619882,25.03084373474121,215185600,0.0,0.0
2015-01-23 00:00:00-05:00,25.008571464728334,25.331477531676878,24.837095896138095,25.160003662109375,185859200,0.0,0.0
2015-01-26 00:00:00-05:00,25.32925367236059,25.467324774353628,25.119922148786404,25.186729431152344,222460000,0.0,0.0
2015-01-27 00:00:00-05:00,25.035300224913552,25.04866304221303,24.280366459885556,24.30486297607422,382274800,0.0,0.0
2015-01-28 00:00:00-05:00,26.19553532123924,26.304656774129587,25.678884506225586,25.678884506225586,585908400,0.0,0.0
2015-01-29 00:00:00-05:00,25.903803645237765,26.54293696542176,25.734555483627332,26.478355407714844,337745600,0.0,0.0
2015-01-30 00:00:00-05:00,26.367014266770322,26.723324925978723,26.021837306867134,26.09087371826172,334982000,0.0,0.0
2015-02-02 00:00:00-05:00,26.28906482932585,26.53848137725564,25.850356752527166,26.41822624206543,250956400,0.0,0.0
2015-02-03 00:00:00-05:00,26.389277320160577,26.520666155421967,26.191079508276978,26.42268180847168,207662800,0.0,0.0
2015-02-04 00:00:00-05:00,26.389274556938666,26.83689057578271,26.346962096240286,26.625329971313477,280598800,0.0,0.0
2015-02-05 00:00:00-05:00,26.833255119609678,26.88020699336108,26.661104503524506,26.815370559692383,168984800,0.1175,0.0
2015-02-06 00:00:00-05:00,26.833253513405378,26.88467609762597,26.482243673332857,26.58955955505371,174826400,0.0,0.0
2015-02-09 00:00:00-05:00,26.504601729070643,26.79300963629944,26.477772332843948,26.76618194580078,155559200,0.0,0.0
2015-02-10 00:00:00-05:00,26.866798662961507,27.309474475171598,26.86456415845133,27.28040885925293,248034000,0.0,0.0
